"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"818",0.318,0,0,0.672,0.01
"819",0.972,0,0,0,0.028
"820",0.896,0,0,0.004,0.1
"821",0.062,0,0.002,0,0.936
"822",0.056,0.022,0.054,0.006,0.862
"823",0,0,0,0,1
"824",0.982,0,0,0.018,0
"825",0.986,0,0,0.014,0
"826",0.764,0,0.002,0.008,0.226
"827",0.042,0,0,0,0.958
"828",0.98,0,0,0.014,0.006
"829",0.866,0,0,0.134,0
"830",0.004,0.05,0.032,0.002,0.912
"831",1,0,0,0,0
"832",0.986,0,0,0.014,0
"833",0.104,0,0,0,0.896
"834",0.874,0,0,0,0.126
"835",0.232,0,0.032,0.736,0
"836",0.192,0,0,0.802,0.006
"837",0.518,0,0,0.482,0
"838",0.022,0,0.536,0.006,0.436
"839",0,0.002,0.086,0.006,0.906
"840",0.834,0,0,0.142,0.024
"841",0.998,0,0,0,0.002
"842",1,0,0,0,0
"843",0.684,0,0.016,0.098,0.202
"844",0.866,0,0,0.134,0
"845",1,0,0,0,0
"846",0.278,0,0,0.704,0.018
"847",1,0,0,0,0
"848",0,0,0,0,1
"849",0.956,0,0,0.044,0
"850",0.952,0,0,0.048,0
"851",0.97,0,0,0.014,0.016
"852",0.272,0,0.006,0.712,0.01
"853",0.046,0,0.002,0.024,0.928
"854",0.296,0,0,0.704,0
"855",1,0,0,0,0
"856",0,0,0.004,0,0.996
"857",0.996,0,0,0,0.004
"858",0.074,0,0,0.31,0.616
"859",1,0,0,0,0
"860",0.882,0,0,0.114,0.004
"861",0,0,0,0,1
"862",0.218,0,0,0.774,0.008
"863",0.998,0,0,0,0.002
"864",0.002,0,0.004,0,0.994
"865",0,0,0,0,1
"866",0.908,0,0,0.092,0
"867",0,0,0,0,1
"868",0.854,0,0,0.098,0.048
"869",0,0,0.016,0,0.984
"870",0.986,0,0,0.014,0
"871",0.98,0,0,0.02,0
"872",0.448,0,0,0.552,0
"873",0.878,0,0,0.122,0
"874",0.958,0,0,0,0.042
"875",0.258,0,0,0.742,0
"876",0.278,0,0,0.704,0.018
"877",1,0,0,0,0
"878",0.648,0,0,0.028,0.324
"879",0.252,0,0,0.748,0
"880",0.216,0,0,0.752,0.032
"881",1,0,0,0,0
"882",1,0,0,0,0
"883",0.272,0,0,0.728,0
"884",0.252,0,0,0.748,0
"885",1,0,0,0,0
"886",0.346,0,0,0.654,0
"887",0.774,0,0,0.038,0.188
"888",0.96,0,0,0,0.04
"889",1,0,0,0,0
"890",0,0,0,0,1
"891",0.068,0,0,0.6,0.332
"892",0.082,0,0.004,0.04,0.874
"893",1,0,0,0,0
"894",0.032,0,0.088,0.604,0.276
"895",0,0,0.022,0,0.978
"896",0.492,0,0,0,0.508
"897",0.998,0,0,0,0.002
"898",0.908,0,0,0.092,0
"899",0.002,0,0.024,0,0.974
"900",0,0.004,0,0,0.996
"901",1,0,0,0,0
"902",0.912,0,0,0.088,0
"903",0.016,0,0.002,0,0.982
"904",0.934,0,0,0,0.066
"905",1,0,0,0,0
"906",0.968,0,0,0.032,0
"907",0.98,0,0,0.02,0
"908",0,0,0,0,1
"909",0.952,0,0,0.048,0
"910",0.188,0,0,0.812,0
"911",0.09,0,0.002,0,0.908
"912",0,0,0,0,1
"913",0.366,0,0,0.634,0
"914",0.076,0,0,0,0.924
"915",0.056,0,0,0,0.944
"916",0.088,0.002,0.1,0,0.81
"917",0.758,0,0,0.23,0.012
"918",0.004,0.008,0.038,0.024,0.926
"919",0,0,0.012,0,0.988
"920",0.444,0,0,0.556,0
"921",1,0,0,0,0
"922",0.94,0,0,0.034,0.026
"923",0.878,0,0,0,0.122
"924",0.12,0,0,0,0.88
"925",1,0,0,0,0
"926",0.932,0,0,0,0.068
"927",0.986,0,0,0.012,0.002
"928",0.864,0,0,0.136,0
"929",0.448,0,0,0.552,0
"930",0.798,0,0,0,0.202
"931",0,0,0,0,1
"932",0.538,0,0,0.064,0.398
"933",1,0,0,0,0
"934",0.546,0,0.01,0.056,0.388
"935",0,0,0,0,1
"936",0.996,0,0,0.002,0.002
"937",0.98,0,0,0.02,0
"938",0,0,0,0,1
"939",0.14,0,0,0,0.86
"940",0.878,0,0,0,0.122
"941",0.516,0,0,0.466,0.018
"942",0.716,0,0,0.05,0.234
"943",0.508,0,0,0.492,0
"944",0,0,0,0,1
"945",0.314,0,0,0.686,0
"946",0.884,0,0,0.116,0
"947",0.192,0,0,0.802,0.006
"948",0.058,0,0.006,0.34,0.596
"949",0.068,0,0,0.796,0.136
"950",0.936,0,0,0,0.064
"951",0.206,0,0,0.794,0
"952",0.034,0,0.012,0,0.954
"953",1,0,0,0,0
"954",0.212,0,0,0.788,0
"955",0.448,0,0,0.552,0
"956",0.814,0,0,0.044,0.142
"957",0.99,0,0,0,0.01
"958",0,0,0,0,1
"959",0.998,0,0,0,0.002
"960",0.056,0,0,0,0.944
"961",0.986,0,0,0.014,0
"962",0.028,0.004,0.656,0.042,0.27
"963",0.024,0,0.036,0,0.94
"964",0.916,0,0,0.042,0.042
"965",0.984,0,0,0.016,0
"966",0.2,0,0,0.794,0.006
"967",0.998,0,0,0.002,0
"968",0.94,0,0,0,0.06
"969",1,0,0,0,0
"970",0.198,0,0,0.802,0
"971",0.19,0,0,0.784,0.026
"972",0.864,0,0,0.136,0
"973",0.058,0,0,0,0.942
"974",0.972,0,0,0,0.028
"975",0.96,0,0,0,0.04
"976",0.216,0,0,0.784,0
"977",1,0,0,0,0
"978",1,0,0,0,0
"979",0.936,0,0,0,0.064
"980",0.858,0,0.002,0.002,0.138
"981",0.362,0,0,0,0.638
"982",0.866,0,0,0.134,0
"983",0.998,0,0,0,0.002
"984",0.908,0,0,0.092,0
"985",0.194,0,0.096,0.108,0.602
"986",0.784,0,0,0.004,0.212
"987",1,0,0,0,0
"988",0.99,0,0,0.002,0.008
"989",0,0,0,0,1
"990",0.986,0,0,0,0.014
"991",0.952,0,0,0.048,0
"992",0.012,0,0,0,0.988
"993",0.314,0,0,0.686,0
"994",1,0,0,0,0
"995",0.068,0,0,0.6,0.332
"996",0.842,0,0,0,0.158
"997",0,0,0,0,1
"998",0.412,0,0,0.576,0.012
"999",0.954,0,0,0,0.046
"1000",0.618,0,0,0.088,0.294
"1001",0.074,0,0,0.47,0.456
"1002",0.952,0,0,0.048,0
"1003",0.986,0,0,0.014,0
"1004",0.366,0,0,0.634,0
"1005",1,0,0,0,0
"1006",1,0,0,0,0
"1007",0.26,0,0,0.736,0.004
"1008",0.996,0,0,0.004,0
"1009",0.292,0,0,0.708,0
"1010",0,0,0,0,1
"1011",0.952,0,0,0.048,0
"1012",0.288,0,0,0.712,0
"1013",0.958,0,0,0,0.042
"1014",1,0,0,0,0
"1015",0.09,0,0.002,0,0.908
"1016",0.212,0,0,0.788,0
"1017",0.016,0,0.034,0.908,0.042
"1018",0.182,0,0.004,0.806,0.008
"1019",0,0.002,0.134,0.002,0.862
"1020",1,0,0,0,0
"1021",0.98,0,0,0.02,0
"1022",1,0,0,0,0
"1023",0.982,0,0,0.018,0
"1024",0.648,0,0,0.028,0.324
"1025",0.296,0,0,0.704,0
"1026",0.984,0,0,0.016,0
"1027",0.068,0,0.002,0.08,0.85
"1028",0.278,0,0,0.704,0.018
"1029",0.08,0,0,0,0.92
"1030",0.072,0,0,0.012,0.916
"1031",0.194,0,0,0.806,0
"1032",0.98,0,0,0.02,0
"1033",0.086,0.016,0.634,0.004,0.26
"1034",0.272,0,0,0.728,0
"1035",0.942,0,0,0.056,0.002
"1036",0.43,0,0,0.57,0
"1037",0.888,0,0,0.09,0.022
"1038",1,0,0,0,0
"1039",0.292,0.002,0,0,0.706
"1040",0.878,0,0,0,0.122
"1041",0.634,0,0,0.036,0.33
"1042",0.032,0,0,0,0.968
"1043",0.04,0,0,0.012,0.948
"1044",0.018,0,0.006,0.626,0.35
"1045",0.84,0,0,0.004,0.156
"1046",0.042,0,0.592,0.044,0.322
"1047",0.592,0,0,0.008,0.4
"1048",0.192,0,0,0.808,0
"1049",0.998,0,0,0,0.002
"1050",0.246,0,0,0.748,0.006
"1051",0.952,0,0,0.048,0
"1052",0.064,0,0,0.586,0.35
"1053",0.934,0,0,0,0.066
"1054",0.236,0,0,0.764,0
"1055",0.062,0.006,0.186,0.036,0.71
"1056",0.986,0,0,0.014,0
"1057",1,0,0,0,0
"1058",0.068,0,0,0.796,0.136
"1059",0.128,0,0.018,0.002,0.852
"1060",0.068,0,0,0,0.932
"1061",0,0,0,0,1
"1062",0.296,0,0,0.704,0
"1063",0.194,0,0,0.806,0
"1064",0.004,0.034,0,0.002,0.96
"1065",0.96,0,0,0,0.04
"1066",1,0,0,0,0
"1067",0.02,0.006,0.006,0.842,0.126
"1068",1,0,0,0,0
"1069",0,0,0,0,1
"1070",0.888,0,0,0.09,0.022
"1071",1,0,0,0,0
"1072",0.05,0,0,0,0.95
"1073",0.258,0,0,0.742,0
"1074",0.182,0,0.002,0.816,0
"1075",0.884,0,0,0.116,0
"1076",0.938,0,0,0,0.062
"1077",0.368,0,0,0.632,0
"1078",0.076,0,0,0.732,0.192
"1079",0.964,0,0,0,0.036
"1080",0.292,0,0,0.708,0
"1081",0.216,0,0,0,0.784
"1082",0.068,0,0,0,0.932
"1083",1,0,0,0,0
"1084",0.004,0,0,0,0.996
"1085",0.172,0,0.002,0.718,0.108
"1086",0.878,0,0,0.122,0
"1087",0.27,0,0,0.73,0
"1088",0.03,0,0,0,0.97
"1089",0.076,0,0,0.732,0.192
"1090",0,0,0,0,1
"1091",0.236,0,0,0.764,0
"1092",0.98,0,0,0.02,0
"1093",0.186,0.028,0,0,0.786
"1094",0.06,0,0,0.164,0.776
"1095",0.08,0,0,0.004,0.916
"1096",0.27,0,0,0.666,0.064
"1097",0,0,0,0,1
"1098",0.266,0,0.036,0.698,0
"1099",0.07,0,0.01,0.824,0.096
"1100",0.28,0,0,0.698,0.022
"1101",0.004,0,0.036,0,0.96
"1102",0.956,0,0,0.044,0
"1103",0,0,0,0,1
"1104",0.986,0,0,0.014,0
"1105",0,0,0,0,1
"1106",0.952,0,0,0.048,0
"1107",0.742,0,0,0.132,0.126
"1108",0.952,0,0,0.048,0
"1109",0.916,0,0,0,0.084
"1110",0,0,0,0,1
"1111",1,0,0,0,0
"1112",0.182,0,0,0.028,0.79
"1113",0.998,0,0,0,0.002
"1114",0.878,0,0,0.122,0
"1115",0.01,0,0.404,0.072,0.514
"1116",0.21,0,0,0.784,0.006
"1117",0.08,0,0,0,0.92
"1118",0.986,0,0,0.014,0
"1119",0.952,0,0,0.048,0
"1120",0.484,0,0,0.516,0
"1121",0.056,0.022,0.054,0.006,0.862
"1122",0.836,0,0,0.002,0.162
"1123",0,0,0,0,1
"1124",1,0,0,0,0
"1125",0.878,0,0,0,0.122
"1126",0.934,0,0.002,0.006,0.058
"1127",0.064,0,0,0.008,0.928
"1128",0.856,0,0,0.08,0.064
"1129",0.916,0,0,0.042,0.042
"1130",0.192,0,0,0.808,0
"1131",0.952,0,0,0.048,0
"1132",0.12,0,0,0,0.88
"1133",0.972,0,0,0,0.028
"1134",0.042,0,0.086,0.072,0.8
"1135",0,0,0,0,1
"1136",0,0,0,0,1
"1137",0.108,0,0.036,0,0.856
"1138",0.99,0,0,0,0.01
"1139",0.98,0,0,0.02,0
"1140",0.854,0,0.01,0,0.136
"1141",0.688,0,0,0.02,0.292
"1142",1,0,0,0,0
"1143",0.986,0,0,0.014,0
"1144",0.072,0,0.002,0.602,0.324
"1145",0.004,0.002,0.534,0.006,0.454
"1146",1,0,0,0,0
"1147",0.192,0,0,0.808,0
"1148",0.968,0,0,0,0.032
"1149",0.864,0,0,0.136,0
"1150",0.3,0,0,0.7,0
"1151",0.946,0,0,0,0.054
"1152",0.986,0,0,0.014,0
"1153",0.942,0,0,0,0.058
"1154",0.14,0,0,0,0.86
"1155",0.232,0,0,0.768,0
"1156",0.798,0,0,0,0.202
"1157",0.23,0,0.03,0.74,0
"1158",0.2,0,0,0.798,0.002
"1159",0.27,0,0,0.73,0
"1160",0.244,0,0.004,0.022,0.73
"1161",0.898,0,0,0,0.102
"1162",0.984,0,0,0,0.016
"1163",0.028,0,0.1,0.63,0.242
"1164",0.484,0,0,0.516,0
"1165",0.746,0,0.086,0.104,0.064
"1166",0.896,0,0,0.004,0.1
"1167",0.05,0,0.142,0.072,0.736
"1168",0.296,0,0,0.704,0
"1169",0.018,0,0.006,0.772,0.204
"1170",0,0,0,0,1
"1171",0.974,0,0,0.026,0
"1172",0.312,0.028,0.004,0,0.656
"1173",0.99,0,0,0.004,0.006
"1174",0,0,0,0,1
"1175",0.986,0,0,0.014,0
"1176",0.964,0,0,0,0.036
"1177",0.9,0,0,0,0.1
"1178",0.98,0,0,0.02,0
"1179",0.878,0,0,0,0.122
"1180",0,0.004,0.102,0,0.894
"1181",0.026,0,0.01,0,0.964
"1182",0.902,0,0,0.088,0.01
"1183",1,0,0,0,0
"1184",1,0,0,0,0
"1185",0.96,0,0,0,0.04
"1186",0.004,0.01,0,0,0.986
"1187",0.938,0,0,0.038,0.024
"1188",0.018,0,0.002,0.77,0.21
"1189",0.224,0,0,0.746,0.03
"1190",0,0,0,0,1
"1191",1,0,0,0,0
"1192",0,0,0,0,1
"1193",0.064,0,0.01,0.656,0.27
"1194",0.272,0,0.006,0.712,0.01
"1195",0.028,0,0.04,0.488,0.444
"1196",0.326,0,0,0.67,0.004
"1197",0.214,0,0,0.786,0
"1198",0.258,0,0,0.742,0
"1199",0.768,0,0,0.052,0.18
"1200",0.702,0,0,0.006,0.292
"1201",0,0.002,0.044,0,0.954
"1202",0.954,0,0,0,0.046
"1203",0.968,0,0,0,0.032
"1204",0,0,0,0,1
"1205",0,0,0.02,0,0.98
"1206",0.996,0,0,0.004,0
"1207",0.08,0,0.28,0,0.64
"1208",0.998,0,0,0,0.002
"1209",0.078,0,0,0.05,0.872
"1210",0.232,0,0,0.768,0
"1211",0.648,0,0,0.028,0.324
"1212",1,0,0,0,0
"1213",0.99,0,0,0.006,0.004
"1214",0.002,0,0.004,0,0.994
"1215",0.96,0,0,0,0.04
"1216",0.214,0,0,0.786,0
"1217",0.758,0,0,0.23,0.012
"1218",0.052,0,0,0,0.948
"1219",0.908,0,0,0.092,0
"1220",0,0,0,0,1
"1221",0.258,0,0,0.742,0
"1222",1,0,0,0,0
"1223",0.986,0,0,0.014,0
"1224",0.046,0,0.15,0.036,0.768
"1225",0.042,0,0,0.022,0.936
"1226",0.694,0,0,0.006,0.3
"1227",0.288,0,0,0.712,0
"1228",0.084,0,0,0.098,0.818
"1229",0.73,0,0,0.044,0.226
"1230",1,0,0,0,0
"1231",1,0,0,0,0
"1232",1,0,0,0,0
"1233",0.45,0,0,0.018,0.532
"1234",0,0,0,0,1
"1235",0.218,0,0.006,0.774,0.002
"1236",0.956,0,0,0.044,0
"1237",0.98,0,0,0.02,0
"1238",0.732,0,0,0,0.268
"1239",0,0,0,0,1
"1240",0.236,0,0,0.764,0
"1241",0.872,0,0.002,0.072,0.054
"1242",0.022,0,0,0,0.978
"1243",0.036,0.006,0.002,0.018,0.938
"1244",0.074,0,0,0.106,0.82
"1245",0.004,0.012,0.578,0.034,0.372
"1246",0.028,0,0.33,0.02,0.622
"1247",0.982,0,0,0.018,0
"1248",0.712,0,0,0.006,0.282
"1249",0.95,0,0.002,0,0.048
"1250",0.032,0,0.006,0,0.962
"1251",0.292,0,0,0.708,0
"1252",1,0,0,0,0
"1253",0.98,0,0,0.014,0.006
"1254",0,0,0,0,1
"1255",0.996,0,0,0.002,0.002
"1256",0.444,0,0,0.556,0
"1257",0.952,0,0,0.048,0
"1258",0,0,0,0,1
"1259",0.212,0,0,0.788,0
"1260",0.924,0,0,0,0.076
"1261",0.212,0,0,0.788,0
"1262",0.724,0,0,0.052,0.224
"1263",0.884,0,0,0.116,0
"1264",0.168,0.012,0.002,0.002,0.816
"1265",0.982,0,0,0.018,0
"1266",0.068,0,0.012,0.036,0.884
"1267",0.986,0,0,0.014,0
"1268",0.974,0,0,0.026,0
"1269",0.964,0,0,0,0.036
"1270",0.866,0,0,0.134,0
"1271",0.982,0,0,0.018,0
"1272",0.922,0,0,0,0.078
"1273",0.188,0,0,0.812,0
"1274",0.878,0,0,0.122,0
"1275",0.674,0,0,0.072,0.254
"1276",0.696,0,0,0.004,0.3
"1277",0.14,0,0,0,0.86
"1278",0.068,0,0,0.05,0.882
"1279",0.056,0,0.088,0,0.856
"1280",0.62,0,0.002,0.01,0.368
"1281",0.042,0,0.592,0.044,0.322
"1282",0.964,0,0,0.032,0.004
"1283",0.076,0,0.004,0.184,0.736
"1284",0.972,0,0,0.024,0.004
"1285",0.208,0,0,0.79,0.002
"1286",0,0,0,0,1
"1287",0.98,0,0,0.02,0
"1288",0.07,0,0.004,0.028,0.898
"1289",0.216,0,0,0.784,0
"1290",0,0,0,0,1
"1291",0.24,0,0,0.76,0
"1292",0.96,0,0,0,0.04
"1293",1,0,0,0,0
"1294",0.076,0,0,0.308,0.616
"1295",0.884,0,0,0.116,0
"1296",0.98,0,0,0.02,0
"1297",0,0,0,0,1
"1298",0.854,0,0,0.098,0.048
"1299",0.02,0,0.008,0.348,0.624
"1300",0.028,0.002,0.004,0,0.966
"1301",0.082,0,0,0,0.918
"1302",0.862,0,0,0.13,0.008
"1303",0.508,0,0,0.492,0
"1304",0.104,0,0,0,0.896
"1305",0.98,0,0,0.02,0
"1306",0.998,0,0,0,0.002
"1307",0.764,0,0.002,0.008,0.226
"1308",1,0,0,0,0
"1309",0.246,0,0,0.748,0.006
"1310",0.882,0,0.002,0.004,0.112
"1311",0.992,0,0,0.002,0.006
"1312",0.296,0,0,0.704,0
"1313",0.028,0,0,0,0.972
"1314",0.048,0.002,0.044,0.044,0.862
"1315",0.986,0,0,0.014,0
"1316",0.966,0,0,0,0.034
"1317",0.004,0,0,0.098,0.898
"1318",0.988,0,0,0.012,0
"1319",0.998,0,0,0,0.002
"1320",0.272,0,0,0.728,0
"1321",0.818,0,0.002,0.012,0.168
"1322",0.948,0,0.002,0.006,0.044
"1323",0.22,0,0,0.778,0.002
"1324",1,0,0,0,0
"1325",0.074,0,0,0.682,0.244
"1326",0.882,0,0.004,0.01,0.104
"1327",0.044,0,0.088,0,0.868
"1328",0.938,0.002,0,0.004,0.056
"1329",1,0,0,0,0
"1330",1,0,0,0,0
"1331",0,0,0,0,1
"1332",0.98,0,0,0.02,0
"1333",1,0,0,0,0
"1334",1,0,0,0,0
"1335",0.888,0,0,0,0.112
"1336",0.986,0,0,0.014,0
"1337",0.038,0,0.006,0.836,0.12
"1338",0.878,0,0,0.12,0.002
"1339",0.912,0,0,0.088,0
"1340",0.068,0,0.006,0.016,0.91
"1341",0.012,0,0.584,0.044,0.36
"1342",0.864,0,0,0.136,0
"1343",0.05,0,0,0,0.95
"1344",0.07,0,0,0.11,0.82
"1345",0.218,0,0,0.774,0.008
"1346",0.958,0,0,0.042,0
"1347",0.986,0,0,0.014,0
"1348",0.952,0,0,0.048,0
"1349",1,0,0,0,0
"1350",1,0,0,0,0
"1351",0.898,0,0.002,0.02,0.08
"1352",0.028,0,0,0,0.972
"1353",0.27,0,0,0.73,0
"1354",0.746,0,0.086,0.104,0.064
"1355",0.864,0,0,0.136,0
"1356",0.076,0,0,0,0.924
"1357",0.212,0,0,0.788,0
"1358",0.188,0,0,0.812,0
"1359",0.952,0,0,0.048,0
"1360",0.006,0,0.002,0,0.992
"1361",0.068,0,0,0.796,0.136
"1362",0.902,0,0,0,0.098
"1363",0.018,0,0.034,0.46,0.488
"1364",0.912,0,0,0.088,0
"1365",0.97,0,0,0,0.03
"1366",0.316,0,0.01,0.648,0.026
"1367",0.074,0,0,0.576,0.35
"1368",1,0,0,0,0
"1369",0.622,0,0,0.004,0.374
"1370",0.308,0,0.002,0,0.69
"1371",0,0,0,0,1
"1372",0.114,0,0,0,0.886
"1373",0,0,0,0,1
"1374",0.012,0.002,0.014,0,0.972
"1375",0.962,0,0,0.002,0.036
"1376",0.026,0.004,0.526,0.032,0.412
"1377",0,0,0.022,0,0.978
"1378",1,0,0,0,0
"1379",0.008,0,0,0,0.992
"1380",0.988,0,0,0.012,0
"1381",0.732,0,0,0.04,0.228
"1382",0.346,0,0,0.654,0
"1383",0.188,0,0,0.812,0
"1384",0.956,0,0,0,0.044
"1385",0.998,0,0,0,0.002
"1386",1,0,0,0,0
"1387",0.21,0,0,0.79,0
"1388",0.956,0,0,0.044,0
"1389",0.374,0,0,0.626,0
"1390",0,0,0,0,1
"1391",0.236,0,0,0.744,0.02
"1392",0.77,0,0.012,0.056,0.162
"1393",0.164,0,0.088,0.07,0.678
"1394",0.842,0,0,0,0.158
"1395",0.272,0,0,0.728,0
"1396",0.982,0,0,0.018,0
"1397",0.936,0,0,0,0.064
"1398",0,0,0,0,1
"1399",0.986,0,0,0.014,0
"1400",0.864,0,0,0.136,0
"1401",0.25,0,0,0.75,0
"1402",0,0,0,0,1
"1403",0.204,0,0.004,0.784,0.008
"1404",1,0,0,0,0
"1405",1,0,0,0,0
"1406",0,0,0,0,1
"1407",0.912,0,0,0,0.088
"1408",0.908,0,0,0.068,0.024
"1409",0,0,0.004,0,0.996
"1410",0.198,0,0,0.798,0.004
"1411",0.224,0,0,0.772,0.004
"1412",0.444,0,0,0.556,0
"1413",1,0,0,0,0
"1414",0.988,0,0,0.012,0
"1415",0.906,0,0,0,0.094
"1416",0.074,0,0,0.106,0.82
"1417",0.98,0,0,0.02,0
"1418",0.322,0,0,0.678,0
"1419",1,0,0,0,0
"1420",0.022,0,0,0,0.978
"1421",0.216,0,0,0.784,0
"1422",0.866,0,0,0.134,0
"1423",0,0,0,0,1
"1424",0.982,0,0,0.018,0
"1425",0.74,0,0,0.002,0.258
"1426",0.648,0,0,0.028,0.324
"1427",0.956,0,0,0.044,0
"1428",0.01,0,0.004,0,0.986
"1429",0.982,0,0,0.018,0
"1430",0.076,0,0,0.732,0.192
"1431",0,0,0,0,1
"1432",0.728,0,0,0.072,0.2
"1433",0.902,0,0,0,0.098
"1434",0.724,0,0,0.052,0.224
"1435",0.122,0,0.004,0,0.874
"1436",0.314,0,0,0.686,0
"1437",0.952,0,0,0.048,0
"1438",0,0,0,0,1
"1439",1,0,0,0,0
"1440",1,0,0,0,0
"1441",0,0,0,0,1
"1442",0.878,0,0,0.122,0
"1443",0.022,0,0,0,0.978
"1444",0.002,0,0.01,0.002,0.986
"1445",1,0,0,0,0
"1446",0.964,0,0,0.034,0.002
"1447",0.434,0,0,0.562,0.004
"1448",0.026,0,0.042,0,0.932
"1449",0.99,0,0,0.004,0.006
"1450",1,0,0,0,0
"1451",1,0,0,0,0
"1452",0,0,0,0,1
"1453",0.004,0.002,0,0.004,0.99
"1454",0.884,0,0,0.004,0.112
"1455",0.188,0,0,0.812,0
"1456",0.022,0,0,0,0.978
"1457",0.774,0,0,0.038,0.188
"1458",0.976,0,0,0.024,0
"1459",0.178,0,0,0.818,0.004
"1460",1,0,0,0,0
"1461",0.042,0.002,0.002,0,0.954
"1462",0.212,0,0,0.788,0
"1463",0.188,0,0.04,0.74,0.032
"1464",0,0.034,0,0,0.966
"1465",0.194,0,0,0.806,0
"1466",0.19,0,0,0.81,0
"1467",0.952,0,0,0.048,0
"1468",1,0,0,0,0
"1469",1,0,0,0,0
"1470",0.998,0,0,0,0.002
"1471",0.866,0,0,0.134,0
"1472",0.888,0,0,0.09,0.022
"1473",0.038,0,0.004,0.052,0.906
"1474",0.074,0,0,0.586,0.34
"1475",0.03,0,0,0,0.97
"1476",0.346,0,0,0.654,0
"1477",0.882,0,0.002,0.004,0.112
"1478",0.916,0,0,0,0.084
"1479",0.944,0,0,0.054,0.002
"1480",0.028,0,0,0,0.972
"1481",0,0,0.004,0,0.996
"1482",0.988,0,0,0.012,0
"1483",0.764,0,0,0.074,0.162
"1484",0.508,0,0,0.492,0
"1485",0,0,0,0,1
"1486",0.232,0,0,0.768,0
"1487",0.236,0,0,0.764,0
"1488",0.946,0,0,0.03,0.024
"1489",0.988,0,0,0.012,0
"1490",0,0,0,0,1
"1491",0.936,0,0,0,0.064
"1492",0.758,0,0,0.074,0.168
"1493",0.056,0,0,0,0.944
"1494",0.934,0,0,0,0.066
"1495",0.02,0,0.34,0,0.64
"1496",0.04,0,0.05,0.022,0.888
"1497",1,0,0,0,0
"1498",0.082,0,0,0,0.918
"1499",0.068,0,0,0.024,0.908
"1500",0.97,0,0,0.03,0
"1501",0.642,0,0,0,0.358
"1502",0.104,0,0,0,0.896
"1503",0.258,0,0,0.742,0
"1504",0.912,0,0,0.088,0
"1505",0.864,0,0,0.136,0
"1506",0.072,0,0,0.132,0.796
"1507",0.072,0,0.012,0.172,0.744
"1508",0.906,0,0,0,0.094
"1509",0.064,0,0.004,0.196,0.736
"1510",0.214,0,0.004,0.744,0.038
"1511",0,0,0,0,1
"1512",0.908,0,0,0.092,0
"1513",1,0,0,0,0
"1514",0,0,0,0,1
"1515",0.256,0,0,0.744,0
"1516",0.032,0,0,0,0.968
"1517",0.998,0,0,0,0.002
"1518",0.122,0,0.004,0,0.874
"1519",0.864,0,0,0.136,0
"1520",0.19,0,0,0.81,0
"1521",0.036,0,0.042,0.036,0.886
"1522",0.98,0,0,0.02,0
"1523",0,0,0,0,1
"1524",0.982,0,0,0.018,0
"1525",0.95,0,0,0.002,0.048
"1526",0,0,0,0,1
"1527",0.022,0,0.002,0.392,0.584
"1528",0.902,0,0,0.088,0.01
"1529",0.878,0,0,0,0.122
"1530",0.236,0,0,0.764,0
"1531",0,0,0,0,1
"1532",0.9,0,0,0,0.1
"1533",0.022,0,0.006,0.68,0.292
"1534",0.036,0.002,0.004,0.006,0.952
"1535",0.222,0.004,0.048,0.016,0.71
"1536",0.98,0,0,0.02,0
"1537",0.696,0,0,0.004,0.3
"1538",0.952,0,0,0.048,0
"1539",0.798,0,0,0,0.202
"1540",0.206,0,0,0.794,0
"1541",0.998,0,0,0,0.002
"1542",0.898,0,0,0,0.102
"1543",0.006,0.004,0.002,0.174,0.814
"1544",0.98,0,0,0.02,0
"1545",1,0,0,0,0
"1546",0.964,0,0,0,0.036
"1547",0.076,0,0,0.8,0.124
"1548",0.952,0,0,0.048,0
"1549",0.734,0,0.058,0.116,0.092
"1550",0.3,0,0,0.7,0
"1551",0,0,0,0,1
"1552",0.208,0,0,0.754,0.038
"1553",0.998,0,0,0,0.002
"1554",0.98,0,0,0.02,0
"1555",0.982,0,0,0.018,0
"1556",0.034,0,0.004,0,0.962
"1557",0.98,0,0,0.02,0
"1558",0.256,0,0,0.744,0
"1559",1,0,0,0,0
"1560",0.942,0,0,0.03,0.028
"1561",0.912,0,0,0.088,0
"1562",0.272,0,0,0.728,0
"1563",0.774,0,0,0.038,0.188
"1564",0.192,0,0,0.808,0
"1565",0.92,0,0.006,0.02,0.054
"1566",0.988,0,0,0.008,0.004
"1567",0.018,0,0,0.878,0.104
"1568",0.704,0,0.006,0.06,0.23
"1569",0.986,0,0,0,0.014
"1570",0.264,0,0,0.716,0.02
"1571",0.914,0,0,0.006,0.08
"1572",0.43,0,0,0.57,0
"1573",0,0,0,0,1
"1574",1,0,0,0,0
"1575",0.028,0,0.484,0.024,0.464
"1576",0.864,0,0,0.136,0
"1577",0.084,0.002,0,0,0.914
"1578",0,0,0,0,1
"1579",0.034,0.03,0,0,0.936
"1580",0.986,0,0,0,0.014
"1581",1,0,0,0,0
"1582",0,0,0,0,1
"1583",0.25,0,0,0.75,0
"1584",0,0,0,0,1
"1585",0.01,0,0.012,0.016,0.962
"1586",0.952,0,0,0.048,0
"1587",0.96,0,0,0,0.04
"1588",0.972,0,0,0,0.028
"1589",0,0,0,0,1
"1590",0.028,0,0.002,0,0.97
